row_index,category,firstname,id,motivation,prize_index,share,surname,year
742,chemistry,Irène,194,"""in recognition of their synthesis of new radioactive elements""",1,2,Joliot-Curie,1935
743,medicine,Hans,329,"""for his discovery of the organizer effect in embryonic development""",0,1,Spemann,1935
744,peace,Carl,500,,0,1,von Ossietzky,1935
745,chemistry,Harold Clayton,192,"""for his discovery of heavy hydrogen""",0,1,Urey,1934
746,medicine,George Hoyt,326,"""for their discoveries concerning liver therapy in cases of anaemia""",0,3,Whipple,1934
747,medicine,George Richards,327,"""for their discoveries concerning liver therapy in cases of anaemia""",1,3,Minot,1934
748,medicine,William Parry,328,"""for their discoveries concerning liver therapy in cases of anaemia""",2,3,Murphy,1934
749,literature,Luigi,607,"""for his bold and ingenious revival of dramatic and scenic art""",0,1,Pirandello,1934
750,peace,Arthur,499,,0,1,Henderson,1934
751,physics,Erwin,39,"""for the discovery of new productive forms of atomic theory""",0,2,Schrödinger,1933
752,physics,Paul Adrien Maurice,40,"""for the discovery of new productive forms of atomic theory""",1,2,Dirac,1933
753,medicine,Thomas Hunt,325,"""for his discoveries concerning the role played by the chromosome in heredity""",0,1,Morgan,1933
754,literature,Ivan Alekseyevich,606,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",0,1,Bunin,1933
755,peace,Sir Norman,498,,0,1,Angell (Ralph Lane),1933
756,physics,Werner Karl,38,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen""",0,1,Heisenberg,1932
757,chemistry,Irving,191,"""for his discoveries and investigations in surface chemistry""",0,1,Langmuir,1932
758,medicine,Sir Charles Scott,323,"""for their discoveries regarding the functions of neurons""",0,2,Sherrington,1932
759,medicine,Edgar Douglas,324,"""for their discoveries regarding the functions of neurons""",1,2,Adrian,1932
760,literature,John,605,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",0,1,Galsworthy,1932
761,chemistry,Carl,189,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",0,2,Bosch,1931
762,chemistry,Friedrich,190,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1,2,Bergius,1931
763,medicine,Otto Heinrich,322,"""for his discovery of the nature and mode of action of the respiratory enzyme""",0,1,Warburg,1931
764,literature,Erik Axel,604,"""The poetry of Erik Axel Karlfeldt""",0,1,Karlfeldt,1931
765,peace,Jane,496,,0,2,Addams,1931
766,peace,Nicholas Murray,497,,1,2,Butler,1931
767,physics,Sir Chandrasekhara Venkata,37,"""for his work on the scattering of light and for the discovery of the effect named after him""",0,1,Raman,1930
768,chemistry,Hans,188,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",0,1,Fischer,1930
769,medicine,Karl,321,"""for his discovery of human blood groups""",0,1,Landsteiner,1930
770,literature,Sinclair,603,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",0,1,Lewis,1930
771,peace,Lars Olof Jonathan (Nathan),495,,0,1,Söderblom,1930
772,physics,Prince Louis-Victor Pierre Raymond,36,"""for his discovery of the wave nature of electrons""",0,1,de Broglie,1929
773,chemistry,Arthur,186,"""for their investigations on the fermentation of sugar and fermentative enzymes""",0,2,Harden,1929
774,chemistry,Hans Karl August Simon,187,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1,2,von Euler-Chelpin,1929
775,medicine,Christiaan,319,"""for his discovery of the antineuritic vitamin""",0,2,Eijkman,1929
776,medicine,Sir Frederick Gowland,320,"""for his discovery of the growth-stimulating vitamins""",1,2,Hopkins,1929
777,literature,Thomas,602,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",0,1,Mann,1929
778,peace,Frank Billings,494,,0,1,Kellogg,1929
779,physics,Owen Willans,35,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",0,1,Richardson,1928
780,chemistry,Adolf Otto Reinhold,185,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",0,1,Windaus,1928
781,medicine,Charles Jules Henri,318,"""for his work on typhus""",0,1,Nicolle,1928
782,literature,Sigrid,601,"""principally for her powerful descriptions of Northern life during the Middle Ages""",0,1,Undset,1928
783,physics,Arthur Holly,33,"""for his discovery of the effect named after him""",0,2,Compton,1927
784,physics,Charles Thomson Rees,34,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1,2,Wilson,1927
785,chemistry,Heinrich Otto,184,"""for his investigations of the constitution of the bile acids and related substances""",0,1,Wieland,1927
786,medicine,Julius,317,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",0,1,Wagner-Jauregg,1927
787,literature,Henri,600,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",0,1,Bergson,1927
788,peace,Ferdinand,492,,0,2,Buisson,1927
789,peace,Ludwig,493,,1,2,Quidde,1927
790,physics,Jean Baptiste,32,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",0,1,Perrin,1926
791,chemistry,The (Theodor),183,"""for his work on disperse systems""",0,1,Svedberg,1926
792,medicine,Johannes Andreas Grib,316,"""for his discovery of the Spiroptera carcinoma""",0,1,Fibiger,1926
793,literature,Grazia,597,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",0,1,Deledda,1926
794,peace,Aristide,490,,0,2,Briand,1926
795,peace,Gustav,491,,1,2,Stresemann,1926
796,physics,James,30,"""for their discovery of the laws governing the impact of an electron upon an atom""",0,2,Franck,1925
797,physics,Gustav Ludwig,31,"""for their discovery of the laws governing the impact of an electron upon an atom""",1,2,Hertz,1925
798,chemistry,Richard Adolf,182,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",0,1,Zsigmondy,1925
799,literature,George Bernard,596,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",0,1,Shaw,1925
800,peace,Sir Austen,488,,0,2,Chamberlain,1925
801,peace,Charles Gates,489,,1,2,Dawes,1925
802,physics,Karl Manne Georg,29,"""for his discoveries and research in the field of X-ray spectroscopy""",0,1,Siegbahn,1924
803,medicine,Willem,315,"""for his discovery of the mechanism of the electrocardiogram""",0,1,Einthoven,1924
804,literature,Wladyslaw Stanislaw,594,"""for his great national epic, <I>The Peasants</I>""",0,1,Reymont,1924
805,physics,Robert Andrews,28,"""for his work on the elementary charge of electricity and on the photoelectric effect""",0,1,Millikan,1923
806,chemistry,Fritz,181,"""for his invention of the method of micro-analysis of organic substances""",0,1,Pregl,1923
807,medicine,Frederick Grant,313,"""for the discovery of insulin""",0,2,Banting,1923
808,medicine,John James Rickard,314,"""for the discovery of insulin""",1,2,Macleod,1923
809,literature,William Butler,593,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",0,1,Yeats,1923
810,physics,Niels Henrik David,27,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",0,1,Bohr,1922
811,chemistry,Francis William,180,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",0,1,Aston,1922
812,medicine,Archibald Vivian,311,"""for his discovery relating to the production of heat in the muscle""",0,2,Hill,1922
813,medicine,Otto Fritz,312,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",1,2,Meyerhof,1922
814,literature,Jacinto,592,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",0,1,Benavente,1922
815,peace,Fridtjof,487,,0,1,Nansen,1922
816,physics,Albert,26,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",0,1,Einstein,1921
817,chemistry,Frederick,179,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",0,1,Soddy,1921
818,literature,Anatole,590,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",0,1,France,1921
819,peace,Karl Hjalmar,485,,0,2,Branting,1921
820,peace,Christian Lous,486,,1,2,Lange,1921
821,physics,Charles Edouard,25,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",0,1,Guillaume,1920
822,chemistry,Walther Hermann,178,"""in recognition of his work in thermochemistry""",0,1,Nernst,1920
823,medicine,Schack August Steenberg,310,"""for his discovery of the capillary motor regulating mechanism""",0,1,Krogh,1920
824,literature,Knut Pedersen,589,"""for his monumental work, <I>Growth of the Soil</I>""",0,1,Hamsun,1920
825,peace,Léon Victor Auguste,484,,0,1,Bourgeois,1920
826,physics,Johannes,24,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",0,1,Stark,1919
827,medicine,Jules,309,"""for his discoveries relating to immunity""",0,1,Bordet,1919
828,literature,Carl Friedrich Georg,588,"""in special appreciation of his epic, <I>Olympian Spring</I>""",0,1,Spitteler,1919
829,peace,Thomas Woodrow,483,,0,1,Wilson,1919
830,physics,Max Karl Ernst Ludwig,23,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""",0,1,Planck,1918
831,chemistry,Fritz,177,"""for the synthesis of ammonia from its elements""",0,1,Haber,1918
832,physics,Charles Glover,22,"""for his discovery of the characteristic R&ouml;ntgen radiation of the elements""",0,1,Barkla,1917
833,literature,Karl Adolph,586,"""for his varied and rich poetry, which is inspired by lofty ideals""",0,2,Gjellerup,1917
834,literature,Henrik,587,"""for his authentic descriptions of present-day life in Denmark""",1,2,Pontoppidan,1917
835,peace,Comité international de la Croix Rouge (International Committee of the Red Cross),482,,0,1,,1917
836,literature,Carl Gustaf Verner,585,"""in recognition of his significance as the leading representative of a new era in our literature""",0,1,von Heidenstam,1916
837,physics,Sir William Henry,20,"""for their services in the analysis of crystal structure by means of X-rays""",0,2,Bragg,1915
838,physics,William Lawrence,21,"""for their services in the analysis of crystal structure by means of X-rays""",1,2,Bragg,1915
839,chemistry,Richard Martin,176,"""for his researches on plant pigments, especially chlorophyll""",0,1,Willstätter,1915
840,literature,Romain,584,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",0,1,Rolland,1915
841,physics,Max,19,"""for his discovery of the diffraction of X-rays by crystals""",0,1,von Laue,1914
842,chemistry,Theodore William,175,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",0,1,Richards,1914
843,medicine,Robert,308,"""for his work on the physiology and pathology of the vestibular apparatus""",0,1,Bárány,1914
844,physics,Heike,18,"""for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium""",0,1,Kamerlingh Onnes,1913
845,chemistry,Alfred,174,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",0,1,Werner,1913
846,medicine,Charles Robert,307,"""in recognition of his work on anaphylaxis""",0,1,Richet,1913
847,literature,Rabindranath,583,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",0,1,Tagore,1913
848,peace,Henri,481,,0,1,La Fontaine,1913
849,physics,Nils Gustaf,17,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",0,1,Dalén,1912
850,chemistry,Victor,172,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",0,2,Grignard,1912
851,chemistry,Paul,173,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",1,2,Sabatier,1912
852,medicine,Alexis,306,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",0,1,Carrel,1912
853,literature,Gerhart Johann Robert,582,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",0,1,Hauptmann,1912
854,peace,Elihu,480,,0,1,Root,1912
855,physics,Wilhelm,16,"""for his discoveries regarding the laws governing the radiation of heat""",0,1,Wien,1911
856,chemistry,Marie,6,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element""",0,1,"Curie, née Sklodowska",1911
857,medicine,Allvar,305,"""for his work on the dioptrics of the eye""",0,1,Gullstrand,1911
858,literature,Count Maurice (Mooris) Polidore Marie Bernhard,581,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",0,1,Maeterlinck,1911
859,peace,Tobias Michael Carel,478,,0,2,Asser,1911
860,peace,Alfred Hermann,479,,1,2,Fried,1911
861,physics,Johannes Diderik,15,"""for his work on the equation of state for gases and liquids""",0,1,van der Waals,1910
862,chemistry,Otto,169,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",0,1,Wallach,1910
863,medicine,Albrecht,304,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",0,1,Kossel,1910
864,literature,Paul Johann Ludwig,580,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",0,1,Heyse,1910
865,peace,Bureau international permanent de la Paix (Permanent International Peace Bureau),477,,0,1,,1910
866,physics,Guglielmo,13,"""in recognition of their contributions to the development of wireless telegraphy""",0,2,Marconi,1909
867,physics,Karl Ferdinand,14,"""in recognition of their contributions to the development of wireless telegraphy""",1,2,Braun,1909
868,chemistry,Wilhelm,168,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",0,1,Ostwald,1909
869,medicine,Emil Theodor,303,"""for his work on the physiology, pathology and surgery of the thyroid gland""",0,1,Kocher,1909
870,literature,Selma Ottilia Lovisa,579,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",0,1,Lagerlöf,1909
871,peace,Auguste Marie François,475,,0,2,Beernaert,1909
872,peace,Paul Henri Benjamin Balluet,476,,1,2,"d'Estournelles de Constant, Baron de Constant de Rebecque",1909
873,physics,Gabriel,12,"""for his method of reproducing colours photographically based on the phenomenon of interference""",0,1,Lippmann,1908
874,chemistry,Ernest,167,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",0,1,Rutherford,1908
875,medicine,Ilya Ilyich,301,"""in recognition of their work on immunity""",0,2,Mechnikov,1908
876,medicine,Paul,302,"""in recognition of their work on immunity""",1,2,Ehrlich,1908
877,literature,Rudolf Christoph,578,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",0,1,Eucken,1908
878,peace,Klas Pontus,473,,0,2,Arnoldson,1908
879,peace,Fredrik,474,,1,2,Bajer,1908
880,physics,Albert Abraham,11,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",0,1,Michelson,1907
881,chemistry,Eduard,166,"""for his biochemical researches and his discovery of cell-free fermentation""",0,1,Buchner,1907
882,medicine,Charles Louis Alphonse,300,"""in recognition of his work on the role played by protozoa in causing diseases""",0,1,Laveran,1907
883,literature,Rudyard,577,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",0,1,Kipling,1907
884,peace,Ernesto Teodoro,471,,0,2,Moneta,1907
885,peace,Louis,472,,1,2,Renault,1907
886,physics,Joseph John,10,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",0,1,Thomson,1906
887,chemistry,Henri,165,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",0,1,Moissan,1906
888,medicine,Camillo,298,"""in recognition of their work on the structure of the nervous system""",0,2,Golgi,1906
889,medicine,Santiago,299,"""in recognition of their work on the structure of the nervous system""",1,2,Ramón y Cajal,1906
890,literature,Giosuè,576,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",0,1,Carducci,1906
891,peace,Theodore,470,,0,1,Roosevelt,1906
892,physics,Philipp Eduard Anton,9,"""for his work on cathode rays""",0,1,von Lenard,1905
893,chemistry,Johann Friedrich Wilhelm Adolf,164,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",0,1,von Baeyer,1905
894,medicine,Robert,297,"""for his investigations and discoveries in relation to tuberculosis""",0,1,Koch,1905
895,literature,Henryk,575,"""because of his outstanding merits as an epic writer""",0,1,Sienkiewicz,1905
896,peace,Baroness Bertha Sophie Felicita,468,,0,1,"von Suttner, née Countess Kinsky von Chinic und Tettau",1905
897,physics,Lord Rayleigh,8,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",0,1,(John William Strutt),1904
898,chemistry,Sir William,163,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",0,1,Ramsay,1904
899,medicine,Ivan Petrovich,296,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",0,1,Pavlov,1904
900,literature,Frédéric,573,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",0,2,Mistral,1904
901,literature,José,574,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",1,2,Echegaray y Eizaguirre,1904
902,peace,Institut de droit international (Institute of International Law),467,,0,1,,1904
903,physics,Antoine Henri,4,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",0,2,Becquerel,1903
904,physics,Pierre,5,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",1,4,Curie,1903
905,physics,Marie,6,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",2,4,"Curie, née Sklodowska",1903
906,chemistry,Svante August,162,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",0,1,Arrhenius,1903
907,medicine,Niels Ryberg,295,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",0,1,Finsen,1903
908,literature,Bjørnstjerne Martinus,572,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",0,1,Bjørnson,1903
909,peace,William Randal,466,,0,1,Cremer,1903
910,physics,Hendrik Antoon,2,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",0,2,Lorentz,1902
911,physics,Pieter,3,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",1,2,Zeeman,1902
912,chemistry,Hermann Emil,161,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",0,1,Fischer,1902
913,medicine,Ronald,294,"""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",0,1,Ross,1902
914,literature,Christian Matthias Theodor,571,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",0,1,Mommsen,1902
915,peace,Élie,464,,0,2,Ducommun,1902
916,peace,Charles Albert,465,,1,2,Gobat,1902
917,physics,Wilhelm Conrad,1,"""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him""",0,1,Röntgen,1901
918,chemistry,Jacobus Henricus,160,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",0,1,van 't Hoff,1901
919,medicine,Emil Adolf,293,"""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",0,1,von Behring,1901
920,literature,Sully,569,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",0,1,Prudhomme,1901
921,peace,Jean Henry,462,,0,2,Dunant,1901
922,peace,Frédéric,463,,1,2,Passy,1901
